% Measurement file generated: 30-Jul-2007

[Name]
HynneGlycolysisModel_Reference experiment

[Notes]
Insilico experiment measurements
================================
Model notes:
------------
Full-scale model of glycolysis in Saccharomyces cerevisiae                                                                             
F. Hynne, S. Dano, and PG, Sorensen                                                                                                    
Biophysical Chemistry 94 (2001) 121-163                                                                                                
                                                                                                                                       
Time units: minutes                                                                                                                    
Species units: mM                                                                                                                      
                                                                                                                                       
Initialconditions do not give a steady-state, but a state-that allows                                                                  
to see the oscillations when simulating.

Experiment notes:
-----------------
Reference experiment for Hynne model that is used to generate in-silico 
measurement data that the reduced model should be able to reproduce.

Pretty complicated experiment definition ... :)

[Components]
time,Glcx,Glc,ATP,G6P,ADP,F6P,FBP,GAP,DHAP,NADplus,BPG,NADH,PEP,Pyr,ACA,EtOH,EtOHx,Glyc,Glycx,ACAx,CNxminus,AMP
132.700000,17.581465,5.080910,2.093394,4.310950,1.503823,0.501673,4.811618,0.116565,3.014488,0.654936,0.000276,0.325064,0.041186,28.063425,1.629547,19.763063,16.902089,4.220229,1.704846,1.437564,4.948941,0.332783
132.800000,17.581458,5.080103,2.105134,4.323006,1.496959,0.503633,4.803997,0.116460,3.012883,0.655717,0.000279,0.324283,0.041169,28.068198,1.629486,19.762249,16.902195,4.222546,1.704785,1.436712,4.948939,0.327907
132.900000,17.581516,5.074472,2.110157,4.339430,1.494041,0.505733,4.782097,0.116176,3.006243,0.656581,0.000279,0.323419,0.041142,28.068481,1.629822,19.760729,16.902262,4.223128,1.704728,1.435909,4.948939,0.325803
133.000000,17.581569,5.069193,2.103441,4.344758,1.498020,0.505971,4.768872,0.116015,3.001477,0.656600,0.000278,0.323400,0.041130,28.066688,1.629572,19.759847,16.902290,4.222452,1.704672,1.435149,4.948939,0.328539
133.100000,17.581551,5.069286,2.091070,4.333665,1.505250,0.504085,4.779622,0.116167,3.003937,0.655632,0.000276,0.324368,0.041145,28.067251,1.628284,19.760388,16.902312,4.222192,1.704614,1.434393,4.948941,0.333681
133.200000,17.581463,5.074759,2.084583,4.316422,1.508986,0.501828,4.806985,0.116526,3.012116,0.654473,0.000274,0.325527,0.041172,28.072372,1.626511,19.761776,16.902364,4.223637,1.704559,1.433606,4.948943,0.336431
133.300000,17.581369,5.080610,2.089848,4.308742,1.505892,0.501243,4.828472,0.116799,3.019268,0.654078,0.000276,0.325922,0.041187,28.080042,1.625243,19.762661,16.902448,4.226493,1.704511,1.432791,4.948947,0.334260
133.400000,17.581341,5.081516,2.102122,4.317631,1.498719,0.502875,4.826924,0.116771,3.019631,0.654710,0.000278,0.325290,0.041175,28.085930,1.625006,19.762169,16.902536,4.229171,1.704473,1.431983,4.948952,0.329159
133.500000,17.581390,5.076587,2.110305,4.335311,1.493941,0.505281,4.805624,0.116493,3.013436,0.655716,0.000279,0.324284,0.041147,28.087205,1.625423,19.760642,16.902590,4.230210,1.704441,1.431220,4.948958,0.325753
133.600000,17.581457,5.070283,2.106541,4.345408,1.496195,0.506208,4.786477,0.116252,3.007022,0.656057,0.000279,0.323943,0.041128,28.085234,1.625499,19.759391,16.902601,4.229616,1.704410,1.430506,4.948965,0.327264
133.700000,17.581465,5.068526,2.094028,4.338105,1.503532,0.504734,4.790128,0.116313,3.007208,0.655291,0.000276,0.324709,0.041136,28.084493,1.624518,19.759530,16.902594,4.228932,1.704377,1.429808,4.948972,0.332440
133.800000,17.581390,5.073061,2.084433,4.320101,1.509085,0.502230,4.815736,0.116653,3.014593,0.654031,0.000274,0.325969,0.041164,28.088309,1.622782,19.760851,16.902611,4.229798,1.704344,1.429084,4.948981,0.336482
133.900000,17.581286,5.079753,2.086516,4.307873,1.507835,0.500975,4.842214,0.116992,3.023088,0.653334,0.000275,0.326666,0.041185,28.095773,1.621298,19.762043,16.902665,4.232411,1.704317,1.428325,4.948991,0.335649
134.000000,17.581234,5.082525,2.098356,4.312445,1.500919,0.502099,4.847898,0.117056,3.025707,0.653736,0.000277,0.326264,0.041181,28.102674,1.620820,19.761946,16.902734,4.235371,1.704299,1.427560,4.949002,0.330725
134.100000,17.581268,5.078816,2.109371,4.329994,1.494480,0.504638,4.829407,0.116812,3.020627,0.654803,0.000279,0.325197,0.041155,28.105216,1.621228,19.760536,16.902778,4.236937,1.704290,1.426832,4.949014,0.326150
134.200000,17.581344,5.071915,2.109262,4.344563,1.494586,0.506259,4.805551,0.116508,3.013011,0.655466,0.000279,0.324534,0.041129,28.103486,1.621593,19.758979,16.902776,4.236592,1.704282,1.426158,4.949026,0.326152
134.300000,17.581379,5.068221,2.097725,4.342222,1.501376,0.505387,4.801065,0.116463,3.010684,0.654987,0.000277,0.325013,0.041129,28.101607,1.620978,19.758649,16.902746,4.235592,1.704272,1.425512,4.949040,0.330899
134.400000,17.581324,5.071286,2.085456,4.324954,1.508504,0.502824,4.822637,0.116753,3.016584,0.653713,0.000275,0.326287,0.041154,28.103880,1.619372,19.759773,16.902729,4.235826,1.704260,1.424849,4.949054,0.336040
134.500000,17.581216,5.078340,2.083744,4.308642,1.509454,0.500918,4.852676,0.117141,3.025924,0.652725,0.000274,0.327275,0.041181,28.110719,1.617708,19.761204,16.902752,4.238033,1.704252,1.424146,4.949070,0.336802
134.600000,17.581140,5.082977,2.094048,4.307951,1.503434,0.501374,4.866246,0.117307,3.030917,0.652823,0.000276,0.327177,0.041186,28.118406,1.616942,19.761551,16.902801,4.241146,1.704253,1.423424,4.949086,0.332518
134.700000,17.581152,5.080982,2.107220,4.323745,1.495733,0.503827,4.852872,0.117127,3.027624,0.653851,0.000279,0.326149,0.041163,28.122402,1.617240,19.760389,16.902836,4.243263,1.704263,1.422728,4.949103,0.327047
134.800000,17.581230,5.074054,2.111216,4.341958,1.493423,0.506072,4.826242,0.116784,3.019458,0.654802,0.000280,0.325198,0.041133,28.121378,1.617828,19.758630,16.902827,4.243336,1.704277,1.422087,4.949121,0.325361
134.900000,17.581289,5.068524,2.101891,4.345456,1.498937,0.505968,4.813222,0.116628,3.014595,0.654684,0.000278,0.325316,0.041123,28.118666,1.617615,19.757798,16.902778,4.242178,1.704288,1.421487,4.949140,0.329172
135.000000,17.581261,5.069632,2.087754,4.330657,1.507180,0.503578,4.828414,0.116837,3.018327,0.653503,0.000275,0.326497,0.041143,28.119254,1.616241,19.758589,16.902731,4.241778,1.704297,1.420881,4.949160,0.335065
135.100000,17.581157,5.076435,2.081900,4.311233,1.510535,0.501113,4.859921,0.117248,3.027824,0.652267,0.000274,0.327733,0.041174,28.125025,1.614465,19.760150,16.902721,4.243420,1.704307,1.420235,4.949180,0.337565
135.200000,17.581060,5.082747,2.089515,4.304687,1.506077,0.500775,4.881333,0.117516,3.035089,0.652005,0.000276,0.327995,0.041188,28.133140,1.613386,19.760952,16.902748,4.246514,1.704325,1.419558,4.949201,0.334408
135.300000,17.581045,5.082870,2.103842,4.317009,1.497707,0.502897,4.875231,0.117427,3.034179,0.652881,0.000278,0.327119,0.041172,28.138646,1.613474,19.760165,16.902775,4.249152,1.704352,1.418893,4.949223,0.328451
135.400000,17.581114,5.076589,2.112021,4.337495,1.492935,0.505618,4.848397,0.117079,3.026282,0.654050,0.000280,0.325950,0.041140,28.138788,1.614189,19.758343,16.902761,4.249791,1.704385,1.418279,4.949246,0.325045
135.500000,17.581194,5.069547,2.106128,4.347218,1.496446,0.506389,4.827320,0.116816,3.019137,0.654339,0.000278,0.325661,0.041121,28.135690,1.614381,19.757026,16.902700,4.248677,1.704416,1.417716,4.949269,0.327426
135.600000,17.581198,5.068332,2.091310,4.336711,1.505121,0.504438,4.833988,0.116917,3.020113,0.653372,0.000276,0.326628,0.041133,28.134597,1.613342,19.757353,16.902627,4.247704,1.704443,1.417163,4.949293,0.333569
135.700000,17.581107,5.074174,2.081332,4.315666,1.510879,0.501578,4.864290,0.117315,3.028923,0.651966,0.000274,0.328034,0.041165,28.138871,1.611549,19.758900,16.902585,4.248649,1.704470,1.416574,4.949318,0.337789
135.800000,17.580995,5.081758,2.085175,4.303168,1.508606,0.500382,4.892665,0.117675,3.038104,0.651316,0.000275,0.328684,0.041187,28.146942,1.610163,19.760126,16.902586,4.251517,1.704503,1.415944,4.949343,0.336219
135.900000,17.580949,5.084252,2.099371,4.310388,1.500320,0.501924,4.895551,0.117701,3.040011,0.651927,0.000277,0.328073,0.041180,28.153853,1.609952,19.759820,16.902602,4.254577,1.704546,1.415310,4.949370,0.330310
136.000000,17.581001,5.079336,2.111361,4.331298,1.493308,0.504891,4.871525,0.117386,3.033300,0.653207,0.000280,0.326793,0.041149,28.155559,1.610674,19.758101,16.902587,4.255891,1.704595,1.414719,4.949397,0.325331
136.100000,17.581094,5.071333,2.109933,4.346976,1.494198,0.506565,4.843876,0.117036,3.024432,0.653913,0.000279,0.326087,0.041121,28.152634,1.611233,19.756371,16.902521,4.255049,1.704645,1.414186,4.949424,0.325869
136.200000,17.581131,5.067630,2.095928,4.342437,1.502433,0.505318,4.840440,0.117006,3.022269,0.653280,0.000276,0.326720,0.041124,28.150043,1.610617,19.756132,16.902426,4.253638,1.704691,1.413679,4.949453,0.331639
136.300000,17.581064,5.071775,2.082322,4.321743,1.510321,0.502306,4.866459,0.117353,3.029455,0.651816,0.000274,0.328184,0.041153,28.152471,1.608930,19.757493,16.902353,4.253801,1.704733,1.413145,4.949481,0.337357
136.400000,17.580943,5.080009,2.081516,4.303815,1.510738,0.500267,4.899990,0.117783,3.039920,0.650786,0.000274,0.329214,0.041183,28.159939,1.607280,19.759059,16.902327,4.256221,1.704780,1.412564,4.949511,0.337746
136.500000,17.580867,5.084907,2.094109,4.304601,1.503391,0.501004,4.912852,0.117936,3.044839,0.651030,0.000276,0.328970,0.041186,28.167971,1.606702,19.759305,16.902329,4.259538,1.704835,1.411963,4.949541,0.332500
136.600000,17.580893,5.082038,2.109054,4.323755,1.494652,0.503926,4.894773,0.117695,3.040228,0.652288,0.000279,0.327712,0.041159,28.171510,1.607299,19.757864,16.902314,4.261569,1.704900,1.411392,4.949572,0.326294
136.700000,17.580989,5.073830,2.112749,4.344351,1.492524,0.506422,4.863077,0.117289,3.030491,0.653370,0.000280,0.326630,0.041126,28.169382,1.608142,19.755852,16.902247,4.261229,1.704966,1.410882,4.949603,0.324727
136.800000,17.581058,5.067740,2.101227,4.347045,1.499334,0.506110,4.848867,0.117119,3.025114,0.653175,0.000277,0.326825,0.041117,28.165676,1.608006,19.754996,16.902139,4.259586,1.705029,1.410414,4.949635,0.329439
136.900000,17.581023,5.069516,2.085016,4.329010,1.508775,0.503254,4.867432,0.117373,3.029748,0.651796,0.000274,0.328204,0.041141,28.166045,1.606562,19.755985,16.902036,4.258955,1.705086,1.409933,4.949667,0.336209
137.000000,17.580905,5.077594,2.079047,4.306874,1.512182,0.500482,4.903401,0.117838,3.040605,0.650437,0.000273,0.329563,0.041176,28.172318,1.604733,19.757754,16.901980,4.260713,1.705145,1.409404,4.949700,0.338770
137.100000,17.580800,5.084665,2.088510,4.300396,1.506654,0.500246,4.926247,0.118122,3.048426,0.650238,0.000275,0.329762,0.041190,28.181007,1.603753,19.758573,16.901965,4.264059,1.705212,1.408838,4.949734,0.334836
137.200000,17.580793,5.084393,2.105101,4.315510,1.496962,0.502797,4.917002,0.117991,3.046710,0.651325,0.000279,0.328675,0.041171,28.186467,1.604093,19.757578,16.901948,4.266770,1.705289,1.408287,4.949768,0.327937
137.300000,17.580881,5.076875,2.114049,4.339230,1.491740,0.505920,4.884652,0.117572,3.037183,0.652692,0.000280,0.327308,0.041134,28.185747,1.605097,19.755466,16.901886,4.267133,1.705371,1.407793,4.949803,0.324211
137.400000,17.580976,5.068815,2.106645,4.349719,1.496149,0.506696,4.860234,0.117269,3.028908,0.653000,0.000278,0.327000,0.041113,28.181505,1.605450,19.754005,16.901770,4.265525,1.705449,1.407355,4.949838,0.327206
137.500000,17.580980,5.067722,2.089370,4.336763,1.506257,0.504343,4.868476,0.117392,3.030199,0.651865,0.000275,0.328135,0.041128,28.179801,1.604386,19.754449,16.901644,4.264176,1.705522,1.406922,4.949873,0.334373
137.600000,17.580877,5.074709,2.078238,4.312347,1.512669,0.501051,4.903395,0.117848,3.040349,0.650277,0.000273,0.329723,0.041165,28.184314,1.602503,19.756235,16.901556,4.265093,1.705592,1.406446,4.949909,0.339094
137.700000,17.580751,5.083432,2.083152,4.298461,1.509772,0.499755,4.935085,0.118248,3.050612,0.649597,0.000274,0.330403,0.041190,28.193047,1.601127,19.757589,16.901520,4.268200,1.705669,1.405920,4.949946,0.337075
137.800000,17.580705,5.086089,2.099712,4.307404,1.500112,0.501610,4.936914,0.118258,3.052360,0.650366,0.000278,0.329634,0.041181,28.200291,1.601096,19.757178,16.901499,4.271462,1.705757,1.405390,4.949983,0.330176
137.900000,17.580773,5.080203,2.113420,4.331814,1.492092,0.505059,4.907867,0.117878,3.044242,0.651879,0.000280,0.328121,0.041145,28.201500,1.602107,19.755179,16.901442,4.272669,1.705851,1.404908,4.950021,0.324488
138.000000,17.580885,5.070898,2.111488,4.349748,1.493287,0.506958,4.875194,0.117465,3.033799,0.652703,0.000279,0.327297,0.041114,28.197449,1.602902,19.753207,16.901328,4.271393,1.705944,1.404491,4.950059,0.325225
138.100000,17.580930,5.066718,2.095108,4.344080,1.502921,0.505458,4.871028,0.117428,3.031241,0.651970,0.000276,0.328030,0.041117,28.193904,1.602336,19.752970,16.901184,4.269502,1.706030,1.404099,4.950097,0.331972
138.200000,17.580855,5.071651,2.079447,4.319941,1.511989,0.501958,4.900894,0.117824,3.039467,0.650299,0.000273,0.329701,0.041152,28.196199,1.600554,19.754550,16.901065,4.269469,1.706113,1.403675,4.950136,0.338564
138.300000,17.580718,5.081218,2.078687,4.299332,1.512371,0.499624,4.939069,0.118311,3.051355,0.649148,0.000273,0.330852,0.041186,28.204253,1.598839,19.756332,16.901002,4.272046,1.706199,1.403194,4.950175,0.338942
138.400000,17.580634,5.086840,2.093317,4.300405,1.503844,0.500496,4.953195,0.118478,3.056803,0.649468,0.000276,0.330532,0.041189,28.212908,1.598352,19.756594,16.900973,4.275643,1.706294,1.402689,4.950215,0.332838
138.500000,17.580669,5.083464,2.110646,4.322670,1.493709,0.503890,4.931511,0.118189,3.051269,0.650953,0.000280,0.329047,0.041158,28.216386,1.599200,19.754935,16.900924,4.277746,1.706399,1.402216,4.950255,0.325645
138.600000,17.580785,5.073904,2.115010,4.346655,1.491192,0.506801,4.893919,0.117708,3.039778,0.652238,0.000280,0.327762,0.041120,28.213331,1.600330,19.752622,16.900816,4.277100,1.706505,1.401811,4.950296,0.323798
138.700000,17.580870,5.066785,2.101696,4.349894,1.499067,0.506454,4.876529,0.117500,3.033289,0.652042,0.000277,0.327958,0.041109,28.208446,1.600335,19.751635,16.900662,4.274938,1.706605,1.401452,4.950337,0.329236
138.800000,17.580833,5.068800,2.082847,4.329026,1.510039,0.503145,4.897250,0.117783,3.038397,0.650471,0.000274,0.329529,0.041137,28.208253,1.598834,19.752771,16.900515,4.273941,1.706699,1.401078,4.950378,0.337114
138.900000,17.580700,5.078163,2.075780,4.303297,1.514068,0.499918,4.938370,0.118313,3.050757,0.648918,0.000273,0.331082,0.041177,28.214869,1.596888,19.754805,16.900423,4.275715,1.706793,1.400645,4.950420,0.340151
139.000000,17.580582,5.086431,2.086542,4.295499,1.507790,0.499599,4.964691,0.118638,3.059731,0.648695,0.000275,0.331305,0.041194,28.224328,1.595903,19.755764,16.900379,4.279350,1.706895,1.400170,4.950462,0.335668
139.100000,17.580575,5.086251,2.105771,4.312699,1.496561,0.502519,4.954010,0.118487,3.057776,0.649963,0.000279,0.330037,0.041172,28.230164,1.596425,19.754654,16.900335,4.282291,1.707008,1.399707,4.950504,0.327668
139.200000,17.580680,5.077595,2.116524,4.340345,1.490276,0.506178,4.915950,0.117995,3.046642,0.651585,0.000281,0.328415,0.041130,28.228885,1.597729,19.752235,16.900239,4.282528,1.707126,1.399308,4.950547,0.323200
139.300000,17.580796,5.068108,2.108358,4.353128,1.495148,0.507168,4.886209,0.117625,3.036670,0.652005,0.000279,0.327995,0.041105,28.223412,1.598315,19.750523,16.900083,4.280439,1.707239,1.398971,4.950590,0.326493
139.400000,17.580807,5.066589,2.088344,4.338626,1.506863,0.504498,4.894172,0.117746,3.037670,0.650741,0.000275,0.329259,0.041122,28.220733,1.597269,19.750993,16.899914,4.278588,1.707344,1.398642,4.950633,0.334793
139.500000,17.580692,5.074547,2.075029,4.310298,1.514524,0.500660,4.933729,0.118262,3.049090,0.648917,0.000273,0.331083,0.041164,28.225204,1.595253,19.753041,16.899790,4.279338,1.707446,1.398260,4.950677,0.340447
139.600000,17.580549,5.084761,2.080168,4.293559,1.511495,0.499057,4.970616,0.118726,3.060962,0.648109,0.000274,0.331891,0.041194,28.234674,1.593785,19.754640,16.899726,4.282665,1.707554,1.397820,4.950721,0.338337
139.700000,17.580495,5.088153,2.099138,4.303064,1.500439,0.501096,4.973604,0.118748,3.063245,0.648973,0.000277,0.331027,0.041185,28.242656,1.593840,19.754245,16.899682,4.286265,1.707673,1.397370,4.950765,0.330423
139.800000,17.580573,5.081595,2.115527,4.331184,1.490842,0.505102,4.940156,0.118311,3.053992,0.650750,0.000280,0.329250,0.041144,28.243782,1.595121,19.751994,16.899600,4.287549,1.707800,1.396973,4.950810,0.323631
139.900000,17.580708,5.070714,2.114151,4.352885,1.491719,0.507451,4.900806,0.117813,3.041538,0.651791,0.000280,0.328209,0.041107,28.238662,1.596219,19.749686,16.899452,4.285917,1.707925,1.396648,4.950855,0.324129
140.000000,17.580769,5.065442,2.095510,4.347482,1.502696,0.505859,4.893549,0.117739,3.037851,0.651032,0.000276,0.328968,0.041109,28.233830,1.595774,19.749327,16.899268,4.283451,1.708041,1.396355,4.950900,0.331794
140.100000,17.580690,5.070783,2.076860,4.319864,1.513492,0.501818,4.926456,0.118176,3.046794,0.649127,0.000273,0.330873,0.041148,28.235606,1.593890,19.751104,16.899113,4.283053,1.708151,1.396024,4.950946,0.339648
140.200000,17.580535,5.081880,2.075049,4.295210,1.514470,0.498981,4.970715,0.118739,3.060477,0.647759,0.000273,0.332241,0.041188,28.244173,1.592017,19.753200,16.899022,4.285709,1.708265,1.395626,4.950992,0.340482
140.300000,17.580435,5.088819,2.091375,4.295042,1.504967,0.499798,4.988605,0.118951,3.067204,0.648065,0.000276,0.331935,0.041194,28.253781,1.591510,19.753618,16.898972,4.289677,1.708388,1.395195,4.951038,0.333658
140.400000,17.580472,5.085419,2.111824,4.320038,1.493005,0.503660,4.964797,0.118633,3.061266,0.649772,0.000280,0.330228,0.041161,28.257684,1.592558,19.751813,16.898904,4.292048,1.708522,1.394798,4.951084,0.325171
140.500000,17.580609,5.074439,2.118105,4.348650,1.489361,0.507191,4.920338,0.118065,3.047818,0.651350,0.000281,0.328650,0.041115,28.253927,1.594021,19.749139,16.898770,4.291237,1.708657,1.394476,4.951131,0.322534
140.600000,17.580716,5.065698,2.103575,4.354194,1.497974,0.507033,4.897193,0.117785,3.039452,0.651254,0.000278,0.328746,0.041100,28.247624,1.594257,19.747882,16.898581,4.288514,1.708784,1.394209,4.951178,0.328450
140.700000,17.580686,5.067385,2.081418,4.331076,1.510878,0.503300,4.918398,0.118076,3.044459,0.649504,0.000274,0.330496,0.041130,28.246421,1.592728,19.749092,16.898398,4.286979,1.708903,1.393926,4.951225,0.337704
140.800000,17.580537,5.078013,2.072015,4.300707,1.516242,0.499440,4.965388,0.118681,3.058459,0.647673,0.000272,0.332327,0.041177,28.253151,1.590596,19.751454,16.898277,4.288633,1.709021,1.393575,4.951272,0.341743
140.900000,17.580398,5.088008,2.083341,4.289859,1.509640,0.498807,4.997652,0.119079,3.069300,0.647318,0.000274,0.332682,0.041199,28.263582,1.589490,19.752695,16.898214,4.292587,1.709148,1.393170,4.951319,0.337019
141.000000,17.580383,5.088544,2.105583,4.308164,1.496660,0.502004,4.987759,0.118936,3.067822,0.648720,0.000279,0.331280,0.041177,28.270293,1.590109,19.751584,16.898155,4.295940,1.709286,1.392775,4.951367,0.327757
141.100000,17.580502,5.078927,2.119393,4.340455,1.488573,0.506345,4.943969,0.118370,3.055175,0.650662,0.000281,0.329338,0.041129,28.268835,1.591726,19.748847,16.898041,4.296244,1.709429,1.392449,4.951415,0.322034
141.200000,17.580645,5.067544,2.111482,4.357422,1.493314,0.507815,4.906523,0.117902,3.042840,0.651312,0.000279,0.328688,0.041097,28.262051,1.592638,19.746749,16.897857,4.293708,1.709567,1.392195,4.951463,0.325204
141.300000,17.580672,5.064903,2.088489,4.342611,1.506791,0.504950,4.911772,0.117991,3.042766,0.649974,0.000275,0.330026,0.041113,28.257948,1.591678,19.747127,16.897653,4.291204,1.709695,1.391954,4.951512,0.334720
141.400000,17.580550,5.073560,2.071768,4.309846,1.516411,0.500445,4.955744,0.118566,3.055300,0.647857,0.000272,0.332143,0.041161,28.262001,1.589494,19.749449,16.897498,4.291605,1.709818,1.391654,4.951560,0.341821
141.500000,17.580384,5.085645,2.076045,4.288530,1.513874,0.498288,4.999929,0.119121,3.069356,0.646807,0.000273,0.333193,0.041197,28.272244,1.587822,19.751424,16.897413,4.295110,1.709947,1.391284,4.951609,0.340081
141.600000,17.580313,5.090467,2.097348,4.297089,1.501474,0.500337,5.006810,0.119189,3.073012,0.647685,0.000277,0.332315,0.041191,28.281407,1.587855,19.751189,16.897358,4.299190,1.710088,1.390896,4.951657,0.331178
141.700000,17.580395,5.083658,2.117481,4.328951,1.489677,0.504958,4.970017,0.118707,3.063034,0.649748,0.000281,0.330252,0.041146,28.282956,1.589379,19.748729,16.897265,4.300775,1.710237,1.390561,4.951707,0.322842
141.800000,17.580556,5.070949,2.118009,4.356138,1.489440,0.508022,4.922241,0.118102,3.048132,0.651125,0.000281,0.328875,0.041101,28.276883,1.590857,19.745982,16.897096,4.298898,1.710385,1.390310,4.951756,0.322551
141.900000,17.580643,5.063852,2.097418,4.352814,1.501592,0.506554,4.908954,0.117953,3.042416,0.650436,0.000277,0.329564,0.041099,28.270388,1.590631,19.745347,16.896881,4.295758,1.710522,1.390100,4.951805,0.330990
142.000000,17.580566,5.069076,2.074760,4.321898,1.514715,0.501939,4.943596,0.118415,3.051597,0.648282,0.000272,0.331718,0.041141,28.271155,1.588652,19.747274,16.896694,4.294790,1.710651,1.389851,4.951855,0.340525
142.100000,17.580391,5.081852,2.070548,4.291711,1.517064,0.498365,4.995335,0.119074,3.067414,0.646587,0.000272,0.333413,0.041189,28.280078,1.586528,19.749783,16.896580,4.297405,1.710782,1.389523,4.951904,0.342388
142.200000,17.580266,5.090784,2.088000,4.288412,1.506922,0.498885,5.019922,0.119369,3.076284,0.646767,0.000275,0.333233,0.041201,28.290961,1.585877,19.750517,16.896520,4.301824,1.710923,1.389151,4.951954,0.335079
142.300000,17.580296,5.088001,2.112267,4.315399,1.492731,0.503166,4.996095,0.119047,3.070644,0.648671,0.000280,0.331329,0.041166,28.295861,1.587055,19.748666,16.896446,4.304691,1.711076,1.388808,4.952004,0.325002
142.400000,17.580453,5.075633,2.121959,4.349874,1.487073,0.507536,4.944050,0.118381,3.055135,0.650637,0.000282,0.329363,0.041113,28.291732,1.588895,19.745578,16.896299,4.303903,1.711232,1.388549,4.952055,0.320968
142.500000,17.580592,5.064616,2.107122,4.359910,1.495899,0.507860,4.912118,0.117990,3.044015,0.650774,0.000278,0.329226,0.041090,28.283788,1.589479,19.743885,16.896085,4.300602,1.711379,1.388358,4.952105,0.326979
142.600000,17.580577,5.065230,2.081055,4.335553,1.511102,0.503781,4.931414,0.118260,3.048127,0.648880,0.000273,0.331120,0.041120,28.281028,1.587979,19.745058,16.895870,4.298327,1.711514,1.388155,4.952155,0.337842
142.700000,17.580415,5.076979,2.067847,4.299546,1.518646,0.499101,4.984649,0.118947,3.063783,0.646686,0.000271,0.333314,0.041174,28.287517,1.585599,19.747797,16.895723,4.299671,1.711647,1.387877,4.952206,0.343507
142.800000,17.580247,5.089256,2.078686,4.283594,1.512329,0.497873,5.025592,0.119454,3.077261,0.646067,0.000274,0.333933,0.041205,28.299064,1.584243,19.749480,16.895648,4.303939,1.711788,1.387529,4.952256,0.338985
142.900000,17.580213,5.091295,2.104132,4.301531,1.497498,0.501188,5.019431,0.119354,3.077178,0.647530,0.000278,0.332470,0.041185,28.307205,1.584853,19.748513,16.895586,4.307902,1.711943,1.387182,4.952307,0.328370
143.000000,17.580342,5.081067,2.122397,4.338941,1.486782,0.506339,4.970496,0.118721,3.063309,0.649844,0.000282,0.330156,0.041130,28.306090,1.586782,19.745473,16.895467,4.308517,1.712104,1.386909,4.952358,0.320821
143.100000,17.580517,5.067342,2.116172,4.362299,1.490549,0.508611,4.922787,0.118122,3.047928,0.650871,0.000280,0.329129,0.041089,28.297995,1.588128,19.742842,16.895265,4.305614,1.712260,1.386722,4.952409,0.323279
143.200000,17.580572,5.062709,2.090215,4.349007,1.505802,0.505753,4.922055,0.118138,3.045758,0.649550,0.000275,0.330450,0.041101,28.291954,1.587358,19.742960,16.895032,4.302301,1.712403,1.386558,4.952460,0.333983
143.300000,17.580448,5.071594,2.068721,4.311560,1.518177,0.500482,4.969552,0.118760,3.059035,0.647095,0.000271,0.332905,0.041154,28.295065,1.584991,19.745539,16.894849,4.302115,1.712539,1.386332,4.952511,0.343102
143.400000,17.580254,5.085878,2.070688,4.283734,1.516961,0.497484,5.023131,0.119435,3.075823,0.645669,0.000272,0.334331,0.041201,28.306001,1.582999,19.748024,16.894749,4.305699,1.712680,1.386020,4.952562,0.342351
143.500000,17.580155,5.092954,2.093932,4.289309,1.503456,0.499292,5.037293,0.119593,3.081864,0.646444,0.000277,0.333556,0.041201,28.316793,1.582876,19.748126,16.894691,4.310390,1.712834,1.385677,4.952614,0.332612
143.600000,17.580233,5.086537,2.118857,4.324465,1.488847,0.504531,4.999083,0.119090,3.071835,0.648793,0.000281,0.331207,0.041152,28.319404,1.584590,19.745542,16.894599,4.312543,1.712998,1.385386,4.952665,0.322296
143.700000,17.580421,5.071872,2.123018,4.358926,1.486468,0.508605,4.941383,0.118357,3.054160,0.650635,0.000282,0.329365,0.041097,28.312642,1.586526,19.742259,16.894421,4.310602,1.713161,1.385191,4.952717,0.320514
143.800000,17.580544,5.062108,2.101222,4.360117,1.499378,0.507570,4.918417,0.118086,3.045331,0.650158,0.000277,0.329842,0.041087,28.304110,1.586654,19.741152,16.894182,4.306717,1.713313,1.385052,4.952768,0.329400
143.900000,17.580481,5.066446,2.073567,4.326600,1.515421,0.502402,4.952573,0.118546,3.053983,0.647764,0.000272,0.332236,0.041131,28.303241,1.584622,19.743134,16.893965,4.304928,1.713454,1.384878,4.952820,0.341012
144.000000,17.580284,5.080905,2.065279,4.289396,1.520097,0.497844,5.012829,0.119315,3.072144,0.645628,0.000271,0.334372,0.041189,28.312207,1.582160,19.746142,16.893832,4.307316,1.713594,1.384611,4.952871,0.344624
144.100000,17.580125,5.092561,2.082888,4.280639,1.509879,0.497758,5.047434,0.119735,3.084108,0.645539,0.000274,0.334461,0.041210,28.324626,1.581221,19.747377,16.893767,4.312223,1.713745,1.384284,4.952923,0.337233
144.200000,17.580137,5.091245,2.111465,4.308265,1.493186,0.502327,5.026623,0.119448,3.079733,0.647579,0.000280,0.332421,0.041176,28.331177,1.582430,19.745625,16.893697,4.315830,1.713911,1.383978,4.952975,0.325349
144.300000,17.580310,5.077737,2.126286,4.349574,1.484493,0.507738,4.966978,0.118682,3.062297,0.650022,0.000282,0.329978,0.041113,28.327184,1.584674,19.742102,16.893550,4.315325,1.714080,1.383763,4.953027,0.319221
